origin,year,month,day,hour,temp,dewp,humid,wind_dir,wind_speed,wind_gust,precip,pressure,visib,time_hour
JFK,2023,1,2,23,None,None,None,170.0,4.60312,5.297178433599999,None,None,10.0,1672729200.0
JFK,2023,1,3,0,None,None,None,200.0,5.7539,6.621473041999999,None,None,10.0,1672732800.0
JFK,2023,1,3,1,None,None,None,220.0,5.7539,6.621473041999999,None,None,10.0,1672736400.0
JFK,2023,1,3,2,None,None,None,200.0,5.7539,6.621473041999999,None,None,10.0,1672740000.0
JFK,2023,1,3,3,None,None,None,170.0,4.60312,5.297178433599999,None,None,9.0,1672743600.0
JFK,2023,1,3,4,None,None,None,0.0,0.0,0.0,None,None,10.0,1672747200.0
JFK,2023,1,3,5,None,None,None,130.0,2.30156,2.6485892167999996,None,None,10.0,1672750800.0
JFK,2023,1,3,6,None,None,None,0.0,0.0,0.0,None,None,10.0,1672754400.0
JFK,2023,1,3,7,None,None,None,140.0,4.60312,5.297178433599999,None,None,6.0,1672758000.0
JFK,2023,1,3,8,None,None,None,110.0,2.30156,2.6485892167999996,None,None,6.0,1672761600.0
JFK,2023,1,3,9,None,None,None,0.0,0.0,0.0,None,None,5.0,1672765200.0
JFK,2023,1,3,10,None,None,None,120.0,2.30156,2.6485892167999996,None,None,6.0,1672768800.0
JFK,2023,1,3,11,None,None,None,120.0,5.7539,6.621473041999999,None,None,6.0,1672772400.0
JFK,2023,1,3,12,None,None,None,140.0,2.30156,2.6485892167999996,None,None,6.0,1672776000.0
JFK,2023,1,3,13,None,None,None,130.0,4.60312,5.297178433599999,None,None,5.0,1672779600.0
JFK,2023,1,3,14,None,None,None,160.0,10.357019999999999,11.918651475599997,None,None,7.0,1672783200.0
JFK,2023,1,3,15,None,None,None,190.0,5.7539,6.621473041999999,None,None,10.0,1672786800.0
JFK,2023,1,3,16,None,None,None,240.0,5.7539,6.621473041999999,0.02,None,2.0,1672790400.0
JFK,2023,1,3,17,None,None,None,150.0,2.30156,2.6485892167999996,0.02,None,2.0,1672794000.0
JFK,2023,1,3,18,None,None,None,200.0,9.20624,10.594356867199998,None,None,1.5,1672797600.0
JFK,2023,1,3,19,None,None,None,190.0,9.20624,10.594356867199998,None,None,2.0,1672801200.0
JFK,2023,1,3,20,None,None,None,180.0,8.05546,9.2700622588,None,None,4.0,1672804800.0
JFK,2023,1,3,21,None,None,None,180.0,8.05546,9.2700622588,None,None,4.0,1672808400.0
JFK,2023,1,3,22,None,None,None,180.0,8.05546,9.2700622588,None,None,5.0,1672812000.0
JFK,2023,1,3,23,None,None,None,200.0,4.60312,5.297178433599999,None,None,5.0,1672815600.0
JFK,2023,1,4,0,None,None,None,200.0,4.60312,5.297178433599999,None,None,5.0,1672819200.0
JFK,2023,1,4,1,None,None,None,100.0,2.30156,2.6485892167999996,None,None,5.0,1672822800.0
JFK,2023,1,4,2,None,None,None,170.0,8.05546,9.2700622588,None,None,5.0,1672826400.0
JFK,2023,1,4,3,None,None,None,190.0,5.7539,6.621473041999999,None,None,1.5,1672830000.0
JFK,2023,1,4,4,None,None,None,190.0,5.7539,6.621473041999999,None,None,6.0,1672833600.0
JFK,2023,1,4,5,None,None,None,190.0,5.7539,6.621473041999999,None,None,7.0,1672837200.0
JFK,2023,1,4,6,None,None,None,220.0,5.7539,6.621473041999999,None,None,7.0,1672840800.0
JFK,2023,1,4,7,None,None,None,190.0,8.05546,9.2700622588,None,None,6.0,1672844400.0
JFK,2023,1,4,8,None,None,None,0.0,0.0,0.0,None,None,6.0,1672848000.0
JFK,2023,1,4,9,None,None,None,200.0,4.60312,5.297178433599999,None,None,6.0,1672851600.0
JFK,2023,1,4,10,None,None,None,230.0,5.7539,6.621473041999999,None,None,6.0,1672855200.0
JFK,2023,1,4,11,None,None,None,240.0,8.05546,9.2700622588,None,None,9.0,1672858800.0
JFK,2023,1,4,12,None,None,None,240.0,5.7539,6.621473041999999,None,None,9.0,1672862400.0
JFK,2023,1,4,13,None,None,None,260.0,8.05546,9.2700622588,None,None,8.0,1672866000.0
JFK,2023,1,4,14,None,None,None,230.0,9.20624,10.594356867199998,None,None,7.0,1672869600.0
JFK,2023,1,4,15,None,None,None,200.0,4.60312,5.297178433599999,None,None,6.0,1672873200.0
JFK,2023,1,4,16,None,None,None,200.0,5.7539,6.621473041999999,None,None,7.0,1672876800.0
JFK,2023,1,4,17,None,None,None,200.0,9.20624,10.594356867199998,None,None,9.0,1672880400.0
JFK,2023,1,4,18,None,None,None,190.0,5.7539,6.621473041999999,None,None,10.0,1672884000.0
JFK,2023,1,4,19,None,None,None,170.0,5.7539,6.621473041999999,None,None,10.0,1672887600.0
JFK,2023,1,4,20,None,None,None,140.0,5.7539,6.621473041999999,None,None,10.0,1672891200.0
JFK,2023,1,4,21,None,None,None,50.0,2.30156,2.6485892167999996,None,None,10.0,1672894800.0
JFK,2023,1,4,22,None,None,None,160.0,5.7539,6.621473041999999,None,None,10.0,1672898400.0
JFK,2023,1,4,23,None,None,None,70.0,5.7539,6.621473041999999,None,None,7.0,1672902000.0
JFK,2023,1,5,0,None,None,None,140.0,4.60312,5.297178433599999,None,None,6.0,1672905600.0
JFK,2023,1,5,1,None,None,None,120.0,4.60312,5.297178433599999,None,None,5.0,1672909200.0
JFK,2023,1,5,2,None,None,None,100.0,4.60312,5.297178433599999,None,None,4.0,1672912800.0
JFK,2023,1,5,3,None,None,None,30.0,5.7539,6.621473041999999,None,None,0.75,1672916400.0
JFK,2023,1,5,4,None,None,None,100.0,5.7539,6.621473041999999,None,None,1.5,1672920000.0
JFK,2023,1,5,5,None,None,None,60.0,2.30156,2.6485892167999996,None,None,0.24,1672923600.0
JFK,2023,1,5,6,None,None,None,0.0,0.0,0.0,None,None,1.5,1672927200.0
JFK,2023,1,5,7,None,None,None,350.0,5.7539,6.621473041999999,None,None,2.5,1672930800.0
JFK,2023,1,5,8,None,None,None,340.0,5.7539,6.621473041999999,None,None,3.0,1672934400.0
JFK,2023,1,5,9,None,None,None,360.0,10.357019999999999,11.918651475599997,None,None,8.0,1672938000.0
JFK,2023,1,5,10,None,None,None,0.0,0.0,0.0,None,None,10.0,1672941600.0
JFK,2023,1,5,11,None,None,None,10.0,5.7539,6.621473041999999,None,None,2.0,1672945200.0
JFK,2023,1,5,12,None,None,None,60.0,8.05546,9.2700622588,None,None,0.75,1672948800.0
JFK,2023,1,5,13,None,None,None,50.0,5.7539,6.621473041999999,None,None,0.5,1672952400.0
JFK,2023,1,5,14,None,None,None,50.0,5.7539,6.621473041999999,None,None,3.0,1672956000.0
JFK,2023,1,5,15,None,None,None,30.0,9.20624,10.594356867199998,None,None,10.0,1672959600.0
JFK,2023,1,5,16,None,None,None,30.0,5.7539,6.621473041999999,None,None,10.0,1672963200.0
JFK,2023,1,5,17,None,None,None,60.0,8.05546,9.2700622588,None,None,10.0,1672966800.0
JFK,2023,1,5,18,None,None,None,30.0,4.60312,5.297178433599999,None,None,10.0,1672970400.0
JFK,2023,1,5,19,None,None,None,60.0,5.7539,6.621473041999999,None,None,10.0,1672974000.0
JFK,2023,1,5,20,None,None,None,80.0,5.7539,6.621473041999999,None,None,10.0,1672977600.0
JFK,2023,1,5,21,None,None,None,60.0,5.7539,6.621473041999999,None,None,10.0,1672981200.0
JFK,2023,1,5,22,None,None,None,60.0,4.60312,5.297178433599999,None,None,10.0,1672984800.0
JFK,2023,1,5,23,None,None,None,90.0,4.60312,5.297178433599999,None,None,5.0,1672988400.0
JFK,2023,1,6,0,None,None,None,110.0,5.7539,6.621473041999999,None,None,5.0,1672992000.0
JFK,2023,1,6,1,None,None,None,100.0,5.7539,6.621473041999999,None,None,6.0,1672995600.0
JFK,2023,1,6,2,None,None,None,110.0,5.7539,6.621473041999999,None,None,8.0,1672999200.0
JFK,2023,1,6,3,None,None,None,60.0,5.7539,6.621473041999999,None,None,5.0,1673002800.0
JFK,2023,1,6,4,None,None,None,70.0,9.20624,10.594356867199998,None,None,6.0,1673006400.0
JFK,2023,1,6,5,None,None,None,70.0,8.05546,9.2700622588,None,None,7.0,1673010000.0
JFK,2023,1,6,6,None,None,None,100.0,9.20624,10.594356867199998,None,None,8.0,1673013600.0
JFK,2023,1,6,7,None,None,None,120.0,4.60312,5.297178433599999,0.01,None,8.0,1673017200.0
JFK,2023,1,6,8,None,None,None,50.0,4.60312,5.297178433599999,0.02,None,6.0,1673020800.0
JFK,2023,1,6,9,None,None,None,60.0,4.60312,5.297178433599999,0.01,None,6.0,1673024400.0
JFK,2023,1,6,10,None,None,None,0.0,0.0,0.0,None,None,8.0,1673028000.0
JFK,2023,1,6,11,None,None,None,80.0,8.05546,9.2700622588,None,None,10.0,1673031600.0
JFK,2023,1,6,12,None,None,None,120.0,9.20624,10.594356867199998,None,None,10.0,1673035200.0
JFK,2023,1,6,13,None,None,None,80.0,4.60312,5.297178433599999,None,None,7.0,1673038800.0
JFK,2023,1,6,14,None,None,None,80.0,5.7539,6.621473041999999,None,None,10.0,1673042400.0
JFK,2023,1,6,15,None,None,None,30.0,4.60312,5.297178433599999,None,None,10.0,1673046000.0
JFK,2023,1,6,16,None,None,None,0.0,0.0,0.0,None,None,10.0,1673049600.0
JFK,2023,1,6,17,None,None,None,320.0,2.30156,2.6485892167999996,None,None,8.0,1673053200.0
JFK,2023,1,6,18,None,None,None,0.0,0.0,0.0,None,None,5.0,1673056800.0
JFK,2023,1,6,19,None,None,None,190.0,5.7539,6.621473041999999,None,None,9.0,1673060400.0
JFK,2023,1,6,20,None,None,None,240.0,10.357019999999999,11.918651475599997,None,None,7.0,1673064000.0
JFK,2023,1,6,21,None,None,None,250.0,8.05546,9.2700622588,None,None,10.0,1673067600.0
JFK,2023,1,6,22,None,None,None,260.0,14.960139999999999,17.215829909199996,None,None,10.0,1673071200.0
JFK,2023,1,6,23,None,None,None,260.0,12.658579999999999,14.567240692399997,None,None,10.0,1673074800.0
JFK,2023,1,7,0,None,None,None,310.0,14.960139999999999,17.215829909199996,None,None,10.0,1673078400.0
JFK,2023,1,7,1,None,None,None,290.0,11.5078,13.242946083999998,None,None,10.0,1673082000.0
JFK,2023,1,7,2,None,None,None,310.0,14.960139999999999,17.215829909199996,None,None,10.0,1673085600.0
JFK,2023,1,7,3,None,None,None,290.0,12.658579999999999,14.567240692399997,None,None,10.0,1673089200.0
JFK,2023,1,7,4,None,None,None,300.0,16.11092,18.5401245176,None,None,10.0,1673092800.0
JFK,2023,1,7,5,None,None,None,300.0,12.658579999999999,14.567240692399997,None,None,10.0,1673096400.0
JFK,2023,1,7,6,None,None,None,280.0,10.357019999999999,11.918651475599997,None,None,10.0,1673100000.0
JFK,2023,1,7,7,None,None,None,280.0,9.20624,10.594356867199998,None,None,10.0,1673103600.0
JFK,2023,1,7,8,None,None,None,270.0,10.357019999999999,11.918651475599997,None,None,10.0,1673107200.0
JFK,2023,1,7,9,None,None,None,280.0,9.20624,10.594356867199998,None,None,10.0,1673110800.0
JFK,2023,1,7,10,None,None,None,270.0,10.357019999999999,11.918651475599997,None,None,10.0,1673114400.0
JFK,2023,1,7,11,None,None,None,270.0,8.05546,9.2700622588,None,None,10.0,1673118000.0
JFK,2023,1,7,12,None,None,None,270.0,11.5078,13.242946083999998,None,None,10.0,1673121600.0
JFK,2023,1,7,13,None,None,None,280.0,8.05546,9.2700622588,None,None,10.0,1673125200.0
JFK,2023,1,7,14,None,None,None,280.0,9.20624,10.594356867199998,None,None,10.0,1673128800.0
JFK,2023,1,7,15,None,None,None,290.0,12.658579999999999,14.567240692399997,None,None,10.0,1673132400.0
JFK,2023,1,7,16,None,None,None,300.0,11.5078,13.242946083999998,None,None,10.0,1673136000.0
JFK,2023,1,7,17,None,None,None,300.0,10.357019999999999,11.918651475599997,None,None,10.0,1673139600.0
JFK,2023,1,7,18,None,None,None,300.0,11.5078,13.242946083999998,None,None,10.0,1673143200.0
JFK,2023,1,7,19,None,None,None,290.0,12.658579999999999,14.567240692399997,None,None,10.0,1673146800.0
JFK,2023,1,7,20,None,None,None,300.0,12.658579999999999,14.567240692399997,None,None,10.0,1673150400.0
JFK,2023,1,7,21,None,None,None,310.0,11.5078,13.242946083999998,None,None,10.0,1673154000.0
JFK,2023,1,7,22,None,None,None,310.0,10.357019999999999,11.918651475599997,None,None,10.0,1673157600.0
JFK,2023,1,7,23,None,None,None,280.0,11.5078,13.242946083999998,None,None,10.0,1673161200.0
JFK,2023,1,8,0,None,None,None,300.0,16.11092,18.5401245176,None,None,10.0,1673164800.0
JFK,2023,1,8,1,None,None,None,290.0,10.357019999999999,11.918651475599997,None,None,10.0,1673168400.0
JFK,2023,1,8,2,None,None,None,300.0,14.960139999999999,17.215829909199996,None,None,10.0,1673172000.0
JFK,2023,1,8,3,None,None,None,310.0,12.658579999999999,14.567240692399997,None,None,10.0,1673175600.0
JFK,2023,1,8,4,None,None,None,300.0,12.658579999999999,14.567240692399997,None,None,10.0,1673179200.0
JFK,2023,1,8,5,None,None,None,310.0,12.658579999999999,14.567240692399997,None,None,10.0,1673182800.0
JFK,2023,1,8,6,None,None,None,310.0,11.5078,13.242946083999998,None,None,10.0,1673186400.0
JFK,2023,1,8,7,None,None,None,320.0,12.658579999999999,14.567240692399997,None,None,10.0,1673190000.0
JFK,2023,1,8,8,None,None,None,320.0,12.658579999999999,14.567240692399997,None,None,10.0,1673193600.0
JFK,2023,1,8,9,None,None,None,330.0,12.658579999999999,14.567240692399997,None,None,10.0,1673197200.0
JFK,2023,1,8,10,None,None,None,300.0,11.5078,13.242946083999998,None,None,10.0,1673200800.0
JFK,2023,1,8,11,None,None,None,320.0,10.357019999999999,11.918651475599997,None,None,10.0,1673204400.0
JFK,2023,1,8,12,None,None,None,350.0,10.357019999999999,11.918651475599997,None,None,10.0,1673208000.0
JFK,2023,1,8,13,None,None,None,340.0,8.05546,9.2700622588,None,None,10.0,1673211600.0
JFK,2023,1,8,14,None,None,None,360.0,9.20624,10.594356867199998,None,None,10.0,1673215200.0
JFK,2023,1,8,15,None,None,None,10.0,8.05546,9.2700622588,None,None,10.0,1673218800.0
JFK,2023,1,8,16,None,None,None,10.0,5.7539,6.621473041999999,None,None,10.0,1673222400.0
JFK,2023,1,8,17,None,None,None,320.0,4.60312,5.297178433599999,None,None,10.0,1673226000.0
JFK,2023,1,8,18,None,None,None,310.0,2.30156,2.6485892167999996,None,None,10.0,1673229600.0
JFK,2023,1,8,19,None,None,None,210.0,5.7539,6.621473041999999,None,None,10.0,1673233200.0
JFK,2023,1,8,20,None,None,None,220.0,8.05546,9.2700622588,None,None,10.0,1673236800.0
JFK,2023,1,8,21,None,None,None,200.0,5.7539,6.621473041999999,None,None,10.0,1673240400.0
JFK,2023,1,8,22,None,None,None,190.0,10.357019999999999,11.918651475599997,None,None,10.0,1673244000.0
JFK,2023,1,8,23,None,None,None,200.0,8.05546,9.2700622588,None,None,10.0,1673247600.0
JFK,2023,1,9,0,None,None,None,190.0,9.20624,10.594356867199998,None,None,10.0,1673251200.0
JFK,2023,1,9,1,None,None,None,200.0,9.20624,10.594356867199998,None,None,10.0,1673254800.0
JFK,2023,1,9,2,None,None,None,210.0,11.5078,13.242946083999998,None,None,10.0,1673258400.0
JFK,2023,1,9,3,None,None,None,200.0,12.658579999999999,14.567240692399997,None,None,10.0,1673262000.0
JFK,2023,1,9,4,None,None,None,220.0,8.05546,9.2700622588,None,None,10.0,1673265600.0
JFK,2023,1,9,5,None,None,None,220.0,12.658579999999999,14.567240692399997,None,None,10.0,1673269200.0
JFK,2023,1,9,6,None,None,None,220.0,5.7539,6.621473041999999,None,None,10.0,1673272800.0
JFK,2023,1,9,7,None,None,None,260.0,8.05546,9.2700622588,None,None,10.0,1673276400.0
JFK,2023,1,9,8,None,None,None,220.0,8.05546,9.2700622588,None,None,10.0,1673280000.0
JFK,2023,1,9,9,None,None,None,210.0,4.60312,5.297178433599999,None,None,9.0,1673283600.0
JFK,2023,1,9,10,None,None,None,270.0,4.60312,5.297178433599999,None,None,10.0,1673287200.0
JFK,2023,1,9,11,None,None,None,260.0,4.60312,5.297178433599999,None,None,10.0,1673290800.0
JFK,2023,1,9,12,None,None,None,350.0,4.60312,5.297178433599999,None,None,10.0,1673294400.0
JFK,2023,1,9,13,None,None,None,280.0,4.60312,5.297178433599999,None,None,8.0,1673298000.0
JFK,2023,1,9,14,None,None,None,300.0,8.05546,9.2700622588,None,None,10.0,1673301600.0
JFK,2023,1,9,15,None,None,None,320.0,9.20624,10.594356867199998,None,None,10.0,1673305200.0
JFK,2023,1,9,16,None,None,None,330.0,12.658579999999999,14.567240692399997,None,None,10.0,1673308800.0
JFK,2023,1,9,17,None,None,None,300.0,11.5078,13.242946083999998,None,None,10.0,1673312400.0
JFK,2023,1,9,18,None,None,None,320.0,12.658579999999999,14.567240692399997,None,None,10.0,1673316000.0
JFK,2023,1,9,19,None,None,None,290.0,12.658579999999999,14.567240692399997,None,None,10.0,1673319600.0
JFK,2023,1,9,20,None,None,None,310.0,16.11092,18.5401245176,None,None,10.0,1673323200.0
JFK,2023,1,9,21,None,None,None,310.0,9.20624,10.594356867199998,None,None,10.0,1673326800.0
JFK,2023,1,9,22,None,None,None,300.0,12.658579999999999,14.567240692399997,None,None,10.0,1673330400.0
JFK,2023,1,9,23,None,None,None,310.0,9.20624,10.594356867199998,None,None,10.0,1673334000.0
JFK,2023,1,10,0,None,None,None,300.0,12.658579999999999,14.567240692399997,None,None,10.0,1673337600.0
JFK,2023,1,10,1,None,None,None,290.0,9.20624,10.594356867199998,None,None,10.0,1673341200.0
JFK,2023,1,10,2,None,None,None,270.0,8.05546,9.2700622588,None,None,10.0,1673344800.0
JFK,2023,1,10,3,None,None,None,260.0,10.357019999999999,11.918651475599997,None,None,10.0,1673348400.0
JFK,2023,1,10,4,None,None,None,270.0,12.658579999999999,14.567240692399997,None,None,10.0,1673352000.0
JFK,2023,1,10,5,None,None,None,270.0,11.5078,13.242946083999998,None,None,10.0,1673355600.0
JFK,2023,1,10,6,None,None,None,270.0,9.20624,10.594356867199998,None,None,10.0,1673359200.0
JFK,2023,1,10,7,None,None,None,300.0,9.20624,10.594356867199998,None,None,10.0,1673362800.0
JFK,2023,1,10,8,None,None,None,260.0,8.05546,9.2700622588,None,None,10.0,1673366400.0
JFK,2023,1,10,9,None,None,None,260.0,9.20624,10.594356867199998,None,None,10.0,1673370000.0
JFK,2023,1,10,10,None,None,None,250.0,9.20624,10.594356867199998,None,None,10.0,1673373600.0
JFK,2023,1,10,11,None,None,None,270.0,11.5078,13.242946083999998,None,None,10.0,1673377200.0
JFK,2023,1,10,12,None,None,None,330.0,11.5078,13.242946083999998,None,None,10.0,1673380800.0
JFK,2023,1,10,13,None,None,None,240.0,10.357019999999999,11.918651475599997,None,None,10.0,1673384400.0
JFK,2023,1,10,14,None,None,None,230.0,9.20624,10.594356867199998,None,None,10.0,1673388000.0
JFK,2023,1,10,15,None,None,None,240.0,11.5078,13.242946083999998,None,None,10.0,1673391600.0
JFK,2023,1,10,16,None,None,None,270.0,10.357019999999999,11.918651475599997,None,None,10.0,1673395200.0
JFK,2023,1,10,17,None,None,None,260.0,9.20624,10.594356867199998,None,None,10.0,1673398800.0
JFK,2023,1,10,18,None,None,None,270.0,10.357019999999999,11.918651475599997,None,None,10.0,1673402400.0
JFK,2023,1,10,19,None,None,None,260.0,9.20624,10.594356867199998,None,None,10.0,1673406000.0
JFK,2023,1,10,20,None,None,None,290.0,10.357019999999999,11.918651475599997,None,None,10.0,1673409600.0
JFK,2023,1,10,21,None,None,None,240.0,10.357019999999999,11.918651475599997,None,None,10.0,1673413200.0
JFK,2023,1,10,22,None,None,None,290.0,8.05546,9.2700622588,None,None,10.0,1673416800.0
JFK,2023,1,10,23,None,None,None,290.0,5.7539,6.621473041999999,None,None,10.0,1673420400.0
JFK,2023,1,11,0,None,None,None,320.0,8.05546,9.2700622588,None,None,10.0,1673424000.0
JFK,2023,1,11,1,None,None,None,340.0,9.20624,10.594356867199998,None,None,10.0,1673427600.0
JFK,2023,1,11,2,None,None,None,350.0,10.357019999999999,11.918651475599997,None,None,10.0,1673431200.0
JFK,2023,1,11,3,None,None,None,340.0,9.20624,10.594356867199998,None,None,10.0,1673434800.0
JFK,2023,1,11,4,None,None,None,360.0,9.20624,10.594356867199998,None,None,10.0,1673438400.0
JFK,2023,1,11,5,None,None,None,360.0,5.7539,6.621473041999999,None,None,10.0,1673442000.0
JFK,2023,1,11,6,None,None,None,30.0,9.20624,10.594356867199998,None,None,10.0,1673445600.0
JFK,2023,1,11,7,None,None,None,30.0,9.20624,10.594356867199998,None,None,10.0,1673449200.0
JFK,2023,1,11,8,None,None,None,40.0,8.05546,9.2700622588,None,None,10.0,1673452800.0
JFK,2023,1,11,9,None,None,None,20.0,9.20624,10.594356867199998,None,None,10.0,1673456400.0
JFK,2023,1,11,10,None,None,None,10.0,10.357019999999999,11.918651475599997,None,None,10.0,1673460000.0
JFK,2023,1,11,11,None,None,None,40.0,11.5078,13.242946083999998,None,None,10.0,1673463600.0
JFK,2023,1,11,12,None,None,None,40.0,12.658579999999999,14.567240692399997,None,None,10.0,1673467200.0
JFK,2023,1,11,13,None,None,None,30.0,8.05546,9.2700622588,None,None,10.0,1673470800.0
JFK,2023,1,11,14,None,None,None,30.0,8.05546,9.2700622588,None,None,10.0,1673474400.0
JFK,2023,1,11,15,None,None,None,60.0,10.357019999999999,11.918651475599997,None,None,10.0,1673478000.0
JFK,2023,1,11,16,None,None,None,60.0,8.05546,9.2700622588,None,None,10.0,1673481600.0
JFK,2023,1,11,17,None,None,None,50.0,5.7539,6.621473041999999,None,None,10.0,1673485200.0
JFK,2023,1,11,18,None,None,None,None,None,None,None,None,10.0,1673488800.0
JFK,2023,1,11,19,None,None,None,30.0,5.7539,6.621473041999999,None,None,10.0,1673492400.0
JFK,2023,1,11,20,None,None,None,0.0,0.0,0.0,None,None,10.0,1673496000.0
JFK,2023,1,11,21,None,None,None,130.0,9.20624,10.594356867199998,None,None,10.0,1673499600.0
JFK,2023,1,11,22,None,None,None,100.0,5.7539,6.621473041999999,None,None,10.0,1673503200.0
JFK,2023,1,11,23,None,None,None,100.0,2.30156,2.6485892167999996,None,None,10.0,1673506800.0
JFK,2023,1,12,0,None,None,None,90.0,5.7539,6.621473041999999,None,None,10.0,1673510400.0
JFK,2023,1,12,1,None,None,None,80.0,5.7539,6.621473041999999,None,None,10.0,1673514000.0
JFK,2023,1,12,2,None,None,None,60.0,5.7539,6.621473041999999,None,None,10.0,1673517600.0
JFK,2023,1,12,3,None,None,None,60.0,8.05546,9.2700622588,None,None,10.0,1673521200.0
JFK,2023,1,12,4,None,None,None,60.0,4.60312,5.297178433599999,None,None,10.0,1673524800.0
JFK,2023,1,12,5,None,None,None,50.0,8.05546,9.2700622588,None,None,10.0,1673528400.0
